RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,Notes
14538,15938,STANDARD,LILLY,PA,PRIMARY,40.42,-78.62,0.15,-0.74,0.64,NA,US,"Lilly, PA",NA-US-PA-LILLY,FALSE,1197,2149,36599333,
14540,16424,STANDARD,LINESVILLE,PA,PRIMARY,41.65,-80.42,0.12,-0.73,0.66,NA,US,"Linesville, PA",NA-US-PA-LINESVILLE,FALSE,2227,3809,50797697,
14542,15940,STANDARD,LORETTO,PA,PRIMARY,40.5,-78.63,0.14,-0.74,0.64,NA,US,"Loretto, PA",NA-US-PA-LORETTO,FALSE,825,1494,29094375,
14544,15661,STANDARD,LOYALHANNA,PA,PRIMARY,40.3,-79.34,0.14,-0.74,0.64,NA,US,"Loyalhanna, PA",NA-US-PA-LOYALHANNA,FALSE,312,509,8718935,
14546,15754,PO BOX,LUCERNEMINES,PA,PRIMARY,40.55,-79.15,0.14,-0.74,0.65,NA,US,"Lucernemines, PA",NA-US-PA-LUCERNEMINES,FALSE,287,476,7913826,
14547,16235,STANDARD,LUCINDA,PA,PRIMARY,41.31,-79.38,0.13,-0.73,0.66,NA,US,"Lucinda, PA",NA-US-PA-LUCINDA,FALSE,672,1177,20386842,
14550,15848,STANDARD,LUTHERSBURG,PA,PRIMARY,41.03,-78.74,0.14,-0.73,0.65,NA,US,"Luthersburg, PA",NA-US-PA-LUTHERSBURG,FALSE,506,904,12421191,
14553,16045,STANDARD,LYNDORA,PA,PRIMARY,40.85,-79.92,0.13,-0.74,0.65,NA,US,"Lyndora, PA",NA-US-PA-LYNDORA,FALSE,620,989,15755963,
14554,15458,STANDARD,MC CLELLANDTOWN,PA,PRIMARY,39.88,-79.86,0.13,-0.75,0.64,NA,US,"Mc Clellandtown, PA",NA-US-PA-MC CLELLANDTOWN,FALSE,1100,1920,31652242,
14560,15057,STANDARD,MC DONALD,PA,PRIMARY,40.37,-80.23,0.12,-0.75,0.64,NA,US,"Mc Donald, PA",NA-US-PA-MC DONALD,FALSE,6476,11992,310043394,
14566,16426,STANDARD,MC KEAN,PA,PRIMARY,41.99,-80.13,0.12,-0.73,0.66,NA,US,"Mc Kean, PA",NA-US-PA-MC KEAN,FALSE,1942,3419,67716820,
14569,15131,STANDARD,MCKEESPORT,PA,PRIMARY,40.33,-79.83,0.13,-0.75,0.64,NA,US,"Mckeesport, PA",NA-US-PA-MCKEESPORT,FALSE,4566,7359,147982434,
14571,15132,STANDARD,MCKEESPORT,PA,PRIMARY,40.33,-79.83,0.13,-0.75,0.64,NA,US,"Mckeesport, PA",NA-US-PA-MCKEESPORT,FALSE,9212,14701,215572736,
14572,15133,STANDARD,MCKEESPORT,PA,PRIMARY,40.33,-79.83,0.13,-0.75,0.64,NA,US,"Mckeesport, PA",NA-US-PA-MCKEESPORT,FALSE,3433,5683,103717406,
14575,15135,STANDARD,MCKEESPORT,PA,PRIMARY,40.33,-79.83,0.13,-0.75,0.64,NA,US,"Mckeesport, PA",NA-US-PA-MCKEESPORT,FALSE,2632,4498,97912264,
14577,15136,STANDARD,MC KEES ROCKS,PA,PRIMARY,40.46,-80.06,0.13,-0.74,0.64,NA,US,"Mc Kees Rocks, PA",NA-US-PA-MC KEES ROCKS,FALSE,11284,18467,382529605,
14581,16661,STANDARD,MADERA,PA,PRIMARY,40.82,-78.44,0.15,-0.74,0.65,NA,US,"Madera, PA",NA-US-PA-MADERA,FALSE,436,783,11742668,
14582,15663,PO BOX,MADISON,PA,PRIMARY,40.24,-79.67,0.13,-0.75,0.64,NA,US,"Madison, PA",NA-US-PA-MADISON,FALSE,275,470,8389314,
14584,15757,STANDARD,MAHAFFEY,PA,PRIMARY,40.87,-78.72,0.14,-0.74,0.65,NA,US,"Mahaffey, PA",NA-US-PA-MAHAFFEY,FALSE,754,1347,18522753,
14588,15550,STANDARD,MANNS CHOICE,PA,PRIMARY,40,-78.59,0.15,-0.75,0.64,NA,US,"Manns Choice, PA",NA-US-PA-MANNS CHOICE,FALSE,806,1426,19810468,
14589,15665,STANDARD,MANOR,PA,PRIMARY,40.34,-79.67,0.13,-0.74,0.64,NA,US,"Manor, PA",NA-US-PA-MANOR,FALSE,817,1403,28953012,
14592,15345,STANDARD,MARIANNA,PA,PRIMARY,40.01,-80.11,0.13,-0.75,0.64,NA,US,"Marianna, PA",NA-US-PA-MARIANNA,FALSE,778,1342,24186561,
14593,16239,STANDARD,MARIENVILLE,PA,PRIMARY,41.45,-79.08,0.14,-0.73,0.66,NA,US,"Marienville, PA",NA-US-PA-MARIENVILLE,FALSE,811,1345,18903775,
14594,15759,STANDARD,MARION CENTER,PA,PRIMARY,40.77,-79.04,0.14,-0.74,0.65,NA,US,"Marion Center, PA",NA-US-PA-MARION CENTER,FALSE,1188,2203,35406144,
14595,15551,STANDARD,MARKLETON,PA,PRIMARY,39.87,-79.29,0.14,-0.75,0.64,NA,US,"Markleton, PA",NA-US-PA-MARKLETON,FALSE,354,658,10549141,
14596,15459,STANDARD,MARKLEYSBURG,PA,PRIMARY,39.73,-79.45,0.14,-0.75,0.63,NA,US,"Markleysburg, PA",NA-US-PA-MARKLEYSBURG,FALSE,737,1304,18894905,
14597,16046,STANDARD,MARS,PA,PRIMARY,40.69,-80.01,0.13,-0.74,0.65,NA,US,"Mars, PA",NA-US-PA-MARS,FALSE,6471,11992,473258383,
14599,16066,STANDARD,CRANBERRY TWP,PA,PRIMARY,40.71,-80.1,0.13,-0.74,0.65,NA,US,"Cranberry Twp, PA",NA-US-PA-CRANBERRY TWP,FALSE,13425,25181,886090859,
14602,16662,STANDARD,MARTINSBURG,PA,PRIMARY,40.31,-78.32,0.15,-0.74,0.64,NA,US,"Martinsburg, PA",NA-US-PA-MARTINSBURG,FALSE,2654,4714,71977988,
14603,15410,STANDARD,ADAH,PA,PRIMARY,39.88,-79.89,0.13,-0.75,0.64,NA,US,"Adah, PA",NA-US-PA-ADAH,FALSE,363,594,9495496,
14604,15461,STANDARD,MASONTOWN,PA,PRIMARY,39.84,-79.9,0.13,-0.75,0.64,NA,US,"Masontown, PA",NA-US-PA-MASONTOWN,FALSE,1946,3308,50359199,
14605,15346,PO BOX,MATHER,PA,PRIMARY,39.95,-80.09,0.13,-0.75,0.64,NA,US,"Mather, PA",NA-US-PA-MATHER,FALSE,332,575,9068780,
14606,16240,STANDARD,MAYPORT,PA,PRIMARY,41.02,-79.22,0.14,-0.74,0.65,NA,US,"Mayport, PA",NA-US-PA-MAYPORT,FALSE,703,1268,20100487,
14607,15347,PO BOX,MEADOW LANDS,PA,PRIMARY,40.25,-80.24,0.12,-0.75,0.64,NA,US,"Meadow Lands, PA",NA-US-PA-MEADOW LANDS,FALSE,434,704,13056624,
14608,16335,STANDARD,MEADVILLE,PA,PRIMARY,41.64,-80.14,0.12,-0.73,0.66,NA,US,"Meadville, PA",NA-US-PA-MEADVILLE,FALSE,12742,21460,384156517,
14614,16137,STANDARD,MERCER,PA,PRIMARY,41.22,-80.23,0.12,-0.74,0.65,NA,US,"Mercer, PA",NA-US-PA-MERCER,FALSE,5607,9933,173318236,
14616,15552,STANDARD,MEYERSDALE,PA,PRIMARY,39.81,-79.02,0.14,-0.75,0.64,NA,US,"Meyersdale, PA",NA-US-PA-MEYERSDALE,FALSE,2756,4992,74937421,
14618,15059,STANDARD,MIDLAND,PA,PRIMARY,40.63,-80.45,0.12,-0.74,0.65,NA,US,"Midland, PA",NA-US-PA-MIDLAND,FALSE,1918,3186,54190238,
14619,15060,PO BOX,MIDWAY,PA,PRIMARY,40.36,-80.29,0.12,-0.75,0.64,NA,US,"Midway, PA",NA-US-PA-MIDWAY,FALSE,508,873,15026813,
14620,16853,PO BOX,MILESBURG,PA,PRIMARY,40.94,-77.79,0.15,-0.73,0.65,NA,US,"Milesburg, PA",NA-US-PA-MILESBURG,FALSE,715,1150,17877897,
14621,16854,STANDARD,MILLHEIM,PA,PRIMARY,40.89,-77.47,0.16,-0.73,0.65,NA,US,"Millheim, PA",NA-US-PA-MILLHEIM,FALSE,500,848,12196151,
14622,15464,STANDARD,MILL RUN,PA,PRIMARY,39.96,-79.45,0.14,-0.75,0.64,NA,US,"Mill Run, PA",NA-US-PA-MILL RUN,FALSE,627,1180,17560164,
14625,15942,STANDARD,MINERAL POINT,PA,PRIMARY,40.38,-78.82,0.14,-0.74,0.64,NA,US,"Mineral Point, PA",NA-US-PA-MINERAL POINT,FALSE,1040,1868,35275292,
14629,15061,STANDARD,MONACA,PA,PRIMARY,40.68,-80.27,0.12,-0.74,0.65,NA,US,"Monaca, PA",NA-US-PA-MONACA,FALSE,6505,11028,222129870,
14630,15062,STANDARD,MONESSEN,PA,PRIMARY,40.15,-79.88,0.13,-0.75,0.64,NA,US,"Monessen, PA",NA-US-PA-MONESSEN,FALSE,3737,6129,93537303,
14631,15063,STANDARD,MONONGAHELA,PA,PRIMARY,40.19,-79.92,0.13,-0.75,0.64,NA,US,"Monongahela, PA",NA-US-PA-MONONGAHELA,FALSE,5916,10026,189128586,
14635,16858,STANDARD,MORRISDALE,PA,PRIMARY,41.01,-78.22,0.15,-0.73,0.65,NA,US,"Morrisdale, PA",NA-US-PA-MORRISDALE,FALSE,1650,2991,51143664,
14636,16859,STANDARD,MOSHANNON,PA,PRIMARY,41.02,-78.04,0.15,-0.73,0.65,NA,US,"Moshannon, PA",NA-US-PA-MOSHANNON,FALSE,252,431,7363975,
14639,16740,STANDARD,MOUNT JEWETT,PA,PRIMARY,41.72,-78.64,0.14,-0.73,0.66,NA,US,"Mount Jewett, PA",NA-US-PA-MOUNT JEWETT,FALSE,586,1034,15978356,
14641,15349,STANDARD,MOUNT MORRIS,PA,PRIMARY,39.75,-80.11,0.13,-0.75,0.63,NA,US,"Mount Morris, PA",NA-US-PA-MOUNT MORRIS,FALSE,856,1504,30698033,
14644,15666,STANDARD,MOUNT PLEASANT,PA,PRIMARY,40.15,-79.54,0.13,-0.75,0.64,NA,US,"Mount Pleasant, PA",NA-US-PA-MOUNT PLEASANT,FALSE,7663,13112,237676324,
14646,15668,STANDARD,MURRYSVILLE,PA,PRIMARY,40.46,-79.67,0.13,-0.74,0.64,NA,US,"Murrysville, PA",NA-US-PA-MURRYSVILLE,FALSE,7016,12760,432267895,
14647,15350,PO BOX,MUSE,PA,PRIMARY,40.32,-80.21,0.12,-0.75,0.64,NA,US,"Muse, PA",NA-US-PA-MUSE,FALSE,363,583,8348893,
14648,15943,STANDARD,NANTY GLO,PA,PRIMARY,40.47,-78.83,0.14,-0.74,0.64,NA,US,"Nanty Glo, PA",NA-US-PA-NANTY GLO,FALSE,1761,3096,48783362,
14649,15065,STANDARD,NATRONA HEIGHTS,PA,PRIMARY,40.64,-79.73,0.13,-0.74,0.65,NA,US,"Natrona Heights, PA",NA-US-PA-NATRONA HEIGHTS,FALSE,5917,9811,189763654,
14651,15351,PO BOX,NEMACOLIN,PA,PRIMARY,39.87,-79.92,0.13,-0.75,0.64,NA,US,"Nemacolin, PA",NA-US-PA-NEMACOLIN,FALSE,359,630,8426976,
14652,15670,STANDARD,NEW ALEXANDRIA,PA,PRIMARY,40.39,-79.41,0.13,-0.74,0.64,NA,US,"New Alexandria, PA",NA-US-PA-NEW ALEXANDRIA,FALSE,1843,3212,59110954,
14656,16242,STANDARD,NEW BETHLEHEM,PA,PRIMARY,41,-79.32,0.13,-0.74,0.65,NA,US,"New Bethlehem, PA",NA-US-PA-NEW BETHLEHEM,FALSE,2042,3693,58761636,
14659,15066,STANDARD,NEW BRIGHTON,PA,PRIMARY,40.73,-80.3,0.12,-0.74,0.65,NA,US,"New Brighton, PA",NA-US-PA-NEW BRIGHTON,FALSE,6168,10473,190363919,
14660,16101,STANDARD,NEW CASTLE,PA,PRIMARY,40.99,-80.34,0.12,-0.74,0.65,NA,US,"New Castle, PA",NA-US-PA-NEW CASTLE,FALSE,14925,25595,420872113,
14662,16102,STANDARD,NEW CASTLE,PA,PRIMARY,40.99,-80.34,0.12,-0.74,0.65,NA,US,"New Castle, PA",NA-US-PA-NEW CASTLE,FALSE,2632,4613,80698761,
14665,16105,STANDARD,NEW CASTLE,PA,PRIMARY,40.99,-80.34,0.12,-0.74,0.65,NA,US,"New Castle, PA",NA-US-PA-NEW CASTLE,FALSE,7714,13571,293461862,
14670,15671,STANDARD,NEW DERRY,PA,PRIMARY,40.32,-79.3,0.14,-0.74,0.64,NA,US,"New Derry, PA",NA-US-PA-NEW DERRY,FALSE,386,680,11041345,
14671,15067,STANDARD,NEW EAGLE,PA,PRIMARY,40.2,-79.95,0.13,-0.75,0.64,NA,US,"New Eagle, PA",NA-US-PA-NEW EAGLE,FALSE,1164,1929,33026075,
14674,16664,STANDARD,NEW ENTERPRISE,PA,PRIMARY,40.16,-78.37,0.15,-0.74,0.64,NA,US,"New Enterprise, PA",NA-US-PA-NEW ENTERPRISE,FALSE,857,1655,25162548,
14676,15944,STANDARD,NEW FLORENCE,PA,PRIMARY,40.37,-79.07,0.14,-0.74,0.64,NA,US,"New Florence, PA",NA-US-PA-NEW FLORENCE,FALSE,1514,2735,49252110,
14677,15352,STANDARD,NEW FREEPORT,PA,PRIMARY,39.75,-80.45,0.12,-0.75,0.63,NA,US,"New Freeport, PA",NA-US-PA-NEW FREEPORT,FALSE,360,666,11060895,
14679,16141,STANDARD,NEW GALILEE,PA,PRIMARY,40.83,-80.4,0.12,-0.74,0.65,NA,US,"New Galilee, PA",NA-US-PA-NEW GALILEE,FALSE,866,1525,28249137,
14681,15068,STANDARD,NEW KENSINGTON,PA,PRIMARY,40.56,-79.75,0.13,-0.74,0.65,NA,US,"New Kensington, PA",NA-US-PA-NEW KENSINGTON,FALSE,19978,33539,654596170,
14691,15554,STANDARD,NEW PARIS,PA,PRIMARY,40.1,-78.64,0.15,-0.74,0.64,NA,US,"New Paris, PA",NA-US-PA-NEW PARIS,FALSE,1172,2109,33025940,
14693,15468,STANDARD,NEW SALEM,PA,PRIMARY,39.9,-76.79,0.17,-0.74,0.64,NA,US,"New Salem, PA",NA-US-PA-NEW SALEM,FALSE,1055,1834,30339417,
14694,15672,STANDARD,NEW STANTON,PA,PRIMARY,40.22,-79.6,0.13,-0.75,0.64,NA,US,"New Stanton, PA",NA-US-PA-NEW STANTON,FALSE,1743,2962,62896393,
14695,16142,STANDARD,NEW WILMINGTON,PA,PRIMARY,41.11,-80.33,0.12,-0.74,0.65,NA,US,"New Wilmington, PA",NA-US-PA-NEW WILMINGTON,FALSE,2465,4598,78216341,
14700,15762,STANDARD,NICKTOWN,PA,PRIMARY,40.59,-78.81,0.14,-0.74,0.65,NA,US,"Nicktown, PA",NA-US-PA-NICKTOWN,FALSE,454,835,15653513,
14702,15469,STANDARD,NORMALVILLE,PA,PRIMARY,40.02,-79.4,0.14,-0.75,0.64,NA,US,"Normalville, PA",NA-US-PA-NORMALVILLE,FALSE,972,1752,25874806,
14703,15673,PO BOX,NORTH APOLLO,PA,PRIMARY,40.59,-79.55,0.13,-0.74,0.65,NA,US,"North Apollo, PA",NA-US-PA-NORTH APOLLO,FALSE,658,1150,19897009,
14704,16428,STANDARD,NORTH EAST,PA,PRIMARY,42.21,-79.83,0.13,-0.72,0.67,NA,US,"North East, PA",NA-US-PA-NORTH EAST,FALSE,6200,10986,208895655,
14707,15137,STANDARD,NORTH VERSAILLES,PA,PRIMARY,40.37,-79.8,0.13,-0.74,0.64,NA,US,"North Versailles, PA",NA-US-PA-NORTH VERSAILLES,FALSE,5334,8495,156976608,
14713,15071,STANDARD,OAKDALE,PA,PRIMARY,40.39,-80.18,0.12,-0.75,0.64,NA,US,"Oakdale, PA",NA-US-PA-OAKDALE,FALSE,5102,8759,236356113,
14715,15139,STANDARD,OAKMONT,PA,PRIMARY,40.51,-79.83,0.13,-0.74,0.64,NA,US,"Oakmont, PA",NA-US-PA-OAKMONT,FALSE,3459,5477,155332792,
14717,15470,STANDARD,OHIOPYLE,PA,PRIMARY,39.86,-79.49,0.13,-0.75,0.64,NA,US,"Ohiopyle, PA",NA-US-PA-OHIOPYLE,FALSE,360,630,10878666,
14718,16301,STANDARD,OIL CITY,PA,PRIMARY,41.42,-79.7,0.13,-0.73,0.66,NA,US,"Oil City, PA",NA-US-PA-OIL CITY,FALSE,7642,13009,201018295,
14721,16863,STANDARD,OLANTA,PA,PRIMARY,40.9,-78.5,0.15,-0.74,0.65,NA,US,"Olanta, PA",NA-US-PA-OLANTA,FALSE,355,651,10745619,
14724,16666,STANDARD,OSCEOLA MILLS,PA,PRIMARY,40.85,-78.26,0.15,-0.74,0.65,NA,US,"Osceola Mills, PA",NA-US-PA-OSCEOLA MILLS,FALSE,1362,2432,37308607,
14726,16667,STANDARD,OSTERBURG,PA,PRIMARY,40.18,-78.53,0.15,-0.74,0.64,NA,US,"Osterburg, PA",NA-US-PA-OSTERBURG,FALSE,698,1254,20513607,
14731,16049,STANDARD,PARKER,PA,PRIMARY,41.09,-79.68,0.13,-0.74,0.65,NA,US,"Parker, PA",NA-US-PA-PARKER,FALSE,1466,2637,44165551,
14732,16668,STANDARD,PATTON,PA,PRIMARY,40.63,-78.64,0.14,-0.74,0.65,NA,US,"Patton, PA",NA-US-PA-PATTON,FALSE,1677,2944,48085159,
14733,15849,STANDARD,PENFIELD,PA,PRIMARY,41.21,-78.6,0.14,-0.73,0.65,NA,US,"Penfield, PA",NA-US-PA-PENFIELD,FALSE,693,1195,17738933,
14734,15675,STANDARD,PENN,PA,PRIMARY,40.32,-79.64,0.13,-0.74,0.64,NA,US,"Penn, PA",NA-US-PA-PENN,FALSE,551,924,16382959,
14735,15765,STANDARD,PENN RUN,PA,PRIMARY,40.62,-78.97,0.14,-0.74,0.65,NA,US,"Penn Run, PA",NA-US-PA-PENN RUN,FALSE,824,1484,29121700,
14736,16865,STANDARD,PENNSYLVANIA FURNACE,PA,PRIMARY,40.72,-77.98,0.15,-0.74,0.65,NA,US,"Pennsylvania Furnace, PA",NA-US-PA-PENNSYLVANIA FURNACE,FALSE,887,1593,36844192,
14738,15473,STANDARD,PERRYOPOLIS,PA,PRIMARY,40.08,-79.75,0.13,-0.75,0.64,NA,US,"Perryopolis, PA",NA-US-PA-PERRYOPOLIS,FALSE,1987,3425,62183983,
14741,16669,STANDARD,PETERSBURG,PA,PRIMARY,40.57,-78.04,0.15,-0.74,0.65,NA,US,"Petersburg, PA",NA-US-PA-PETERSBURG,FALSE,1009,1835,30121289,
14742,16050,STANDARD,PETROLIA,PA,PRIMARY,41.02,-79.71,0.13,-0.74,0.65,NA,US,"Petrolia, PA",NA-US-PA-PETROLIA,FALSE,655,1201,22420395,
14744,16866,STANDARD,PHILIPSBURG,PA,PRIMARY,40.89,-78.21,0.15,-0.73,0.65,NA,US,"Philipsburg, PA",NA-US-PA-PHILIPSBURG,FALSE,3822,6561,115339961,
14745,16868,PO BOX,PINE GROVE MILLS,PA,PRIMARY,40.73,-77.87,0.15,-0.74,0.65,NA,US,"Pine Grove Mills, PA",NA-US-PA-PINE GROVE MILLS,FALSE,417,721,12249664,
14747,15122,STANDARD,WEST MIFFLIN,PA,PRIMARY,40.35,-79.9,0.13,-0.75,0.64,NA,US,"West Mifflin, PA",NA-US-PA-WEST MIFFLIN,FALSE,10637,17458,330884386,
14754,15140,STANDARD,PITCAIRN,PA,PRIMARY,40.4,-79.77,0.13,-0.74,0.64,NA,US,"Pitcairn, PA",NA-US-PA-PITCAIRN,FALSE,1571,2420,37641641,
14756,15146,STANDARD,MONROEVILLE,PA,PRIMARY,40.42,-79.76,0.13,-0.74,0.64,NA,US,"Monroeville, PA",NA-US-PA-MONROEVILLE,FALSE,15256,25238,584154297,
14757,15201,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,6660,9760,183829198,
14762,15202,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,10643,16309,385699116,
14771,15203,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,4879,6152,186786922,
14775,15204,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,3982,6335,106986982,
14779,15205,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,11785,18124,439445092,
14784,15206,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,13748,20440,466100637,
14786,15207,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,5478,8582,154902188,
14788,15208,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,4760,7534,186811770,
14792,15209,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,6716,11063,244559083,
14796,15210,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,12256,19251,306085041,
14801,15211,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,5972,8297,197908591,
14806,15212,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,13606,20439,407469245,
14810,15213,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,6666,8837,200318202,
14812,15214,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,6767,10700,203171183,
14816,15215,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,6476,10731,358015075,
14821,15216,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,12478,19388,459915508,
14827,15217,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,13175,20803,758873902,
14829,15218,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,7396,11362,286304907,
14833,15219,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,5099,7443,137501261,
14834,15220,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,9470,15146,369565219,
14839,15221,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,15810,24006,480326744,
14846,15222,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,2366,2953,148970937,
14849,15223,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,3940,6228,114859798,
14853,15224,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,5114,7053,129720383,
14857,15225,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,649,969,16570357,
14862,15226,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,7444,11640,234252470,
14866,15227,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,15062,24667,522340375,
14870,15228,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,9015,15814,576114520,
14875,15229,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,7696,12508,290976828,
14879,15230,PO BOX,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,266,321,5237990,
14882,15232,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,5416,6837,292790291,
14886,15233,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,1423,2094,46354945,
14890,15234,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,7792,12505,271505879,
14899,15235,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,18683,30387,634101610,
14904,15236,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,16017,27107,612338255,
14910,15237,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,21914,37268,1096698229,
14915,15238,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,7201,12416,703048749,
14920,15239,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,10710,18952,448633204,
14928,15241,STANDARD,PITTSBURGH,PA,PRIMARY,40.43,-79.97,0.13,-0.74,0.64,NA,US,"Pittsburgh, PA",NA-US-PA-PITTSBURGH,FALSE,10169,19209,833341611,
